"Phase","Taxon","Degree","Betweenness","Closeness","Eigenvector","Hub_Score"
"Post-Mission","ASV_111",119,2111.1060034204,0.000550357732526142,0.791337562776663,0.791337562776663
"Post-Mission","ASV_353",117,1381.45102992083,0.000546149645002731,0.0834486783293998,0.0834486783294003
"Post-Mission","ASV_470",135,1170.48362129848,0.000558347292015634,0.920112454874627,0.920112454874627
"Post-Mission","ASV_372",127,1008.73870745752,0.000541711809317443,0.89785465323713,0.89785465323713
"Post-Mission","ASV_515",127,973.11775671839,0.000541711809317443,0.896804731599612,0.896804731599612
"Post-Mission","ASV_71",132,915.134097204233,0.000554016620498615,0.920698350698593,0.920698350698593
"Post-Mission","ASV_148",132,915.134097204233,0.000554016620498615,0.920698350698593,0.920698350698593
"Post-Mission","ASV_26",132,831.604986557033,0.000555247084952804,0.926153460874403,0.926153460874403
"Post-Mission","ASV_139",117,614.219646445684,0.00053850296176629,0.885376460891913,0.885376460891913
"Post-Mission","ASV_671",136,521.42843492729,0.000547345374931582,0.992129377036166,0.992129377036166
"Post-Mission","ASV_110",136,501.501860668716,0.000550964187327824,1,1
"Post-Mission","ASV_117",136,501.501860668716,0.000550964187327824,1,1
"Post-Mission","ASV_331",136,501.501860668716,0.000550964187327824,1,1
"Post-Mission","ASV_445",136,501.501860668716,0.000550964187327824,1,1
"Post-Mission","ASV_498",136,501.501860668716,0.000550964187327824,1,1
"Post-Mission","ASV_923",136,501.501860668716,0.000550964187327824,1,1
"Post-Mission","ASV_935",136,501.501860668716,0.000550964187327824,1,1
"Post-Mission","ASV_302",134,478.237033856772,0.000548847420417124,0.991546856155454,0.991546856155454
"Post-Mission","ASV_336",134,478.237033856772,0.000548847420417124,0.991546856155454,0.991546856155454
"Post-Mission","ASV_531",134,478.237033856772,0.000548847420417124,0.991546856155454,0.991546856155454
"Post-Mission","ASV_649",134,478.237033856772,0.000548847420417124,0.991546856155454,0.991546856155454
"Post-Mission","ASV_831",134,478.237033856772,0.000548847420417124,0.991546856155454,0.991546856155454
"Post-Mission","ASV_666",132,435.369527056487,0.000545851528384279,0.970771777364226,0.970771777364226
"Post-Mission","ASV_789",131,419.310140532033,0.000544959128065395,0.967587539306615,0.967587539306615
"Post-Mission","ASV_810",131,419.310140532033,0.000544959128065395,0.967587539306615,0.967587539306615
"Post-Mission","ASV_929",131,419.310140532033,0.000544959128065395,0.967587539306615,0.967587539306614
"Post-Mission","ASV_1320",131,419.310140532033,0.000544959128065395,0.967587539306615,0.967587539306614
"Post-Mission","ASV_234",131,395.409406471988,0.00054525627044711,0.969736498101183,0.969736498101183
"Post-Mission","ASV_273",131,395.409406471988,0.00054525627044711,0.969736498101183,0.969736498101183
"Post-Mission","ASV_307",131,395.409406471988,0.00054525627044711,0.969736498101183,0.969736498101183
"Post-Mission","ASV_456",131,395.409406471988,0.00054525627044711,0.969736498101183,0.969736498101183
"Post-Mission","ASV_564",131,395.409406471988,0.00054525627044711,0.969736498101183,0.969736498101183
"Post-Mission","ASV_632",131,395.409406471988,0.00054525627044711,0.969736498101183,0.969736498101183
"Post-Mission","ASV_656",131,395.409406471988,0.00054525627044711,0.969736498101183,0.969736498101183
"Post-Mission","ASV_738",131,395.409406471988,0.00054525627044711,0.969736498101183,0.969736498101183
"Post-Mission","ASV_901",131,395.409406471988,0.00054525627044711,0.969736498101183,0.969736498101183
"Post-Mission","ASV_937",131,395.409406471988,0.00054525627044711,0.969736498101183,0.969736498101183
"Pre-Mission","ASV_76",333,12798.2065130002,0.0011037527593819,0.834739317149583,0.834739317149582
"Pre-Mission","ASV_9",339,11148.2676975591,0.00111234705228031,0.797139146750623,0.797139146750622
"Pre-Mission","ASV_65",339,11148.2676975591,0.00111234705228031,0.797139146750623,0.797139146750622
"Pre-Mission","ASV_1",391,1912.25818260222,0.00117785630153121,1,1
"Pre-Mission","ASV_5",391,1912.25818260222,0.00117785630153121,1,1
"Pre-Mission","ASV_56",391,1912.25818260222,0.00117785630153121,1,1
"Pre-Mission","ASV_162",391,1912.25818260222,0.00117785630153121,1,1
"Pre-Mission","ASV_225",391,1912.25818260222,0.00117785630153121,1,1
"Pre-Mission","ASV_361",391,1912.25818260222,0.00117785630153121,1,1
"Pre-Mission","ASV_491",391,1912.25818260222,0.00117785630153121,1,1
"Pre-Mission","ASV_547",391,1912.25818260222,0.00117785630153121,1,1
"Pre-Mission","ASV_590",391,1912.25818260222,0.00117785630153121,1,1
"Pre-Mission","ASV_603",391,1912.25818260222,0.00117785630153121,1,1
"Pre-Mission","ASV_55",239,1902.28809989154,0.000999000999000999,0.175900627981807,0.175900627981805
"Pre-Mission","ASV_68",366,1790.42244163578,0.0011441647597254,0.964608075786343,0.964608075786342
"Pre-Mission","ASV_75",366,1790.42244163578,0.0011441647597254,0.964608075786343,0.964608075786342
"Pre-Mission","ASV_176",366,1790.42244163578,0.0011441647597254,0.964608075786343,0.964608075786342
"Pre-Mission","ASV_193",366,1790.42244163578,0.0011441647597254,0.964608075786343,0.964608075786342
"Pre-Mission","ASV_317",366,1790.42244163578,0.0011441647597254,0.964608075786343,0.964608075786342
"Pre-Mission","ASV_339",366,1790.42244163578,0.0011441647597254,0.964608075786343,0.964608075786342
"Pre-Mission","ASV_371",366,1790.42244163578,0.0011441647597254,0.964608075786343,0.964608075786342
"Pre-Mission","ASV_11",258,1569.55502129492,0.0010183299389002,0.241863816648838,0.241863816648836
"Pre-Mission","ASV_25",258,1569.55502129492,0.0010183299389002,0.241863816648838,0.241863816648836
"Pre-Mission","ASV_30",258,1569.55502129492,0.0010183299389002,0.241863816648838,0.241863816648836
"Pre-Mission","ASV_39",258,1569.55502129492,0.0010183299389002,0.241863816648838,0.241863816648836
"Pre-Mission","ASV_83",258,1569.55502129492,0.0010183299389002,0.241863816648838,0.241863816648836
"Pre-Mission","ASV_324",258,1569.55502129492,0.0010183299389002,0.241863816648838,0.241863816648836
"Pre-Mission","ASV_13",227,1519.15423515196,0.000989119683481701,0.70577990994715,0.70577990994715
"Pre-Mission","ASV_70",227,1519.15423515196,0.000989119683481701,0.70577990994715,0.70577990994715
"Pre-Mission","ASV_372",227,1519.15423515196,0.000989119683481701,0.70577990994715,0.70577990994715
"Pre-Mission","ASV_1519",227,1519.15423515196,0.000989119683481701,0.70577990994715,0.70577990994715
"Pre-Mission","ASV_14",302,987.699447536316,0.00106496272630458,0.315250404657224,0.315250404657222
"Pre-Mission","ASV_18",302,987.699447536316,0.00106496272630458,0.315250404657224,0.315250404657222
"Pre-Mission","ASV_19",302,987.699447536316,0.00106496272630458,0.315250404657224,0.315250404657222
"Pre-Mission","ASV_36",302,987.699447536316,0.00106496272630458,0.315250404657224,0.315250404657222
"Pre-Mission","ASV_52",302,987.699447536316,0.00106496272630458,0.315250404657224,0.315250404657222
"Pre-Mission","ASV_66",302,987.699447536316,0.00106496272630458,0.315250404657224,0.315250404657222
"Pre-Mission","ASV_69",302,987.699447536316,0.00106496272630458,0.315250404657224,0.315250404657222
"Pre-Mission","ASV_126",302,987.699447536316,0.00106496272630458,0.315250404657224,0.315250404657222
"Pre-Mission","ASV_260",302,987.699447536316,0.00106496272630458,0.315250404657224,0.315250404657222
"Pre-Mission","ASV_625",302,987.699447536316,0.00106496272630458,0.315250404657224,0.315250404657222
"Pre-Mission","ASV_3",316,946.697452902276,0.00108342361863489,0.390684503570744,0.390684503570742
"Pre-Mission","ASV_4",316,946.697452902276,0.00108342361863489,0.390684503570744,0.390684503570742
"Pre-Mission","ASV_17",316,946.697452902276,0.00108342361863489,0.390684503570744,0.390684503570742
"Pre-Mission","ASV_21",316,946.697452902276,0.00108342361863489,0.390684503570744,0.390684503570742
"Pre-Mission","ASV_28",316,946.697452902276,0.00108342361863489,0.390684503570744,0.390684503570742
"Pre-Mission","ASV_34",316,946.697452902276,0.00108342361863489,0.390684503570744,0.390684503570742
"Pre-Mission","ASV_42",316,946.697452902276,0.00108342361863489,0.390684503570744,0.390684503570742
"Pre-Mission","ASV_72",316,946.697452902276,0.00108342361863489,0.390684503570744,0.390684503570742
"Pre-Mission","ASV_108",316,946.697452902276,0.00108342361863489,0.390684503570744,0.390684503570742
