Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
16S_FCS_Hsap_S1_scWim_210d_Rep1_01-210_R2_raw	80.05986024046861	54.0	299.80229421436644	45.45454545454545	77848.0
16S_FCS_Hsap_S1_scWim_21d_Rep1_01-21_R1_raw	92.68866667850736	53.0	299.46452231675045	45.45454545454545	225212.0
16S_FCS_Hsap_S1_scWim_21d_Rep1_01-21_R2_raw	81.592455108964	54.0	299.2951885334707	45.45454545454545	225212.0
16S_FCS_Hsap_S1_scWim_300d_Rep1_01-300_R1_raw	91.53988787011622	54.0	297.7456856275185	45.45454545454545	136984.0
16S_FCS_Hsap_S1_scWim_300d_Rep1_01-300_R2_raw	81.11312270046136	55.0	297.77697395316244	45.45454545454545	136984.0
16S_FCS_Hsap_S1_scWim_30d_Rep1_01-30_R1_raw	92.26135356122549	53.0	299.9002364299084	45.45454545454545	203020.0
16S_FCS_Hsap_S1_scWim_30d_Rep1_01-30_R2_raw	81.95054674416313	54.0	299.7656585558073	45.45454545454545	203020.0
16S_FCS_Hsap_S1_scWim_330d_Rep1_01-330_R1_raw	90.46349100520281	53.0	299.96609241246296	45.45454545454545	83993.0
16S_FCS_Hsap_S1_scWim_330d_Rep1_01-330_R2_raw	80.60790780184064	54.0	299.73615658447727	45.45454545454545	83993.0
16S_FCS_Hsap_S1_scWim_360d_Rep1_01-360_R1_raw	89.58044442407086	53.0	299.5288623523075	45.45454545454545	87259.0
16S_FCS_Hsap_S1_scWim_360d_Rep1_01-360_R2_raw	80.4295258941771	54.0	299.6906336309149	45.45454545454545	87259.0
16S_FCS_Hsap_S1_scWim_390d_Rep1_01-390_R1_raw	88.66012783128626	54.0	292.64808105799534	45.45454545454545	67902.0
16S_FCS_Hsap_S1_scWim_390d_Rep1_01-390_R2_raw	79.42328650113399	54.0	292.70174663485614	45.45454545454545	67902.0
16S_FCS_Hsap_S1_scWim_420d_Rep1_01-420_R1_raw	92.02536151279199	53.0	299.39362402669633	45.45454545454545	224750.0
16S_FCS_Hsap_S1_scWim_420d_Rep1_01-420_R2_raw	82.13971078976641	53.0	299.52945050055615	45.45454545454545	224750.0
16S_FCS_Hsap_S1_scWim_450d_Rep1_01-450_R1_raw	92.23330295801038	53.0	299.56127965433564	45.45454545454545	195334.0
16S_FCS_Hsap_S1_scWim_450d_Rep1_01-450_R2_raw	82.32156204245037	54.0	299.5053395722199	45.45454545454545	195334.0
16S_FCS_Hsap_S1_scWim_45d_Rep1_01-45_R1_raw	91.13455794795713	53.0	299.18241357096844	45.45454545454545	102454.0
16S_FCS_Hsap_S1_scWim_45d_Rep1_01-45_R2_raw	80.1081460948328	54.0	298.9949440724618	45.45454545454545	102454.0
16S_FCS_Hsap_S1_scWim_490d_Rep1_01-490_R1_raw	91.75554817612328	53.0	299.1996667998717	45.45454545454545	177671.0
16S_FCS_Hsap_S1_scWim_490d_Rep1_01-490_R2_raw	80.6254256462788	54.0	299.21998525364296	45.45454545454545	177671.0
16S_FCS_Hsap_S1_scWim_504d_Rep1_01-504_R1_raw	92.07732130353433	53.0	299.89944557319467	45.45454545454545	174234.0
16S_FCS_Hsap_S1_scWim_504d_Rep1_01-504_R2_raw	81.36529035664681	54.0	299.7606207743609	45.45454545454545	174234.0
16S_FCS_Hsap_S1_scWim_520d_Rep1_01-520_R1_raw	92.31178543179693	53.0	299.3926727547278	45.45454545454545	139070.0
16S_FCS_Hsap_S1_scWim_520d_Rep1_01-520_R2_raw	81.50715467030992	54.0	299.26449989214063	45.45454545454545	139070.0
16S_FCS_Hsap_S1_scWim_60d_Rep1_01-60_R1_raw	91.28827652751369	53.0	299.9549621136873	45.45454545454545	140948.0
16S_FCS_Hsap_S1_scWim_60d_Rep1_01-60_R2_raw	81.25549848170957	55.0	299.706175327071	45.45454545454545	140948.0
16S_FCS_Hsap_S1_scWim_75d_Rep1_01-75_R1_raw	90.96741798705646	52.0	299.77157522236746	45.45454545454545	125468.0
16S_FCS_Hsap_S1_scWim_75d_Rep1_01-75_R2_raw	81.00551535052762	54.0	299.5790161634839	45.45454545454545	125468.0
16S_FCS_Hsap_S1_scWim_7d_Rep1_01-7_R1_raw	91.64581684495391	53.0	299.4926919247364	45.45454545454545	156676.0
16S_FCS_Hsap_S1_scWim_7d_Rep1_01-7_R2_raw	81.4406801296944	54.0	299.33350353595955	45.45454545454545	156676.0
16S_FCS_Hsap_S1_scWim_90d_Rep1_01-90_R1_raw	92.02365308804205	53.0	299.8869108152888	45.45454545454545	175030.0
16S_FCS_Hsap_S1_scWim_90d_Rep1_01-90_R2_raw	81.86882248757357	54.0	299.69012740673026	45.45454545454545	175030.0
16S_FCS_Hsap_S2_scAem_plus10d_Rep2_02-plus10_R1_raw	90.63779742528929	54.0	299.13660037381607	45.45454545454545	95234.0
16S_FCS_Hsap_S2_scAem_plus10d_Rep2_02-plus10_R2_raw	80.41350778083458	55.0	299.03118634101264	45.45454545454545	95234.0
16S_FCS_Hsap_S2_scAem_plus3mon_Rep2_02-plus3m_R1_raw	91.24661705006766	54.0	298.738282691598	45.45454545454545	130064.0
16S_FCS_Hsap_S2_scAem_plus3mon_Rep2_02-plus3m_R2_raw	81.15927543363267	55.0	298.5837741419609	45.45454545454545	130064.0
16S_FCS_Hsap_S2_scAem_plus6mon_Rep2_02-plus6m_R1_raw	90.93304170601978	54.0	298.25629353993423	45.45454545454545	140819.0
16S_FCS_Hsap_S2_scAem_plus6mon_Rep2_02-plus6m_R2_raw	81.78725882160788	55.0	298.12523168038405	45.45454545454545	140819.0
16S_FCS_Hsap_S2_scWim_120d_Rep2_02-120_R1_raw	91.986976658871	54.0	298.78335396890907	45.45454545454545	109035.0
16S_FCS_Hsap_S2_scWim_120d_Rep2_02-120_R2_raw	82.5257944696657	55.0	298.596450680974	45.45454545454545	109035.0
16S_FCS_Hsap_S2_scWim_14d_Rep2_02-14_R1_raw	92.00137168331261	54.0	297.1530198465429	45.45454545454545	116645.0
16S_FCS_Hsap_S2_scWim_14d_Rep2_02-14_R2_raw	78.72433451926787	56.0	297.5313043851001	45.45454545454545	116645.0
16S_FCS_Hsap_S2_scWim_150d_Rep2_02-150_R1_raw	92.50478991823407	54.0	298.3046185605958	45.45454545454545	148228.0
16S_FCS_Hsap_S2_scWim_150d_Rep2_02-150_R2_raw	83.02142645114284	56.0	298.1957255039534	45.45454545454545	148228.0
16S_FCS_Hsap_S2_scWim_180d_Rep2_02-180_R1_raw	92.75228134629059	54.0	299.1774413368097	45.45454545454545	135008.0
16S_FCS_Hsap_S2_scWim_180d_Rep2_02-180_R2_raw	81.53887177056174	55.0	298.9688462905902	45.45454545454545	135008.0
16S_FCS_Hsap_S2_scWim_1d_Rep1_02-1_R1_raw	90.89632165744887	55.0	298.5686214262722	45.45454545454545	68346.0
16S_FCS_Hsap_S2_scWim_1d_Rep1_02-1_R2_raw	80.53580311942176	56.0	298.3575190940216	45.45454545454545	68346.0
16S_FCS_Hsap_S2_scWim_210d_Rep2_02-210_R1_raw	92.49357290560555	54.0	297.96837450399596	45.45454545454545	143144.0
16S_FCS_Hsap_S2_scWim_210d_Rep2_02-210_R2_raw	82.79494774492818	56.0	297.8794430782988	45.45454545454545	143144.0
16S_FCS_Hsap_S2_scWim_21d_Rep2_02-21_R1_raw	91.73290757977217	54.0	297.6037547840659	45.45454545454545	88314.0
16S_FCS_Hsap_S2_scWim_21d_Rep2_02-21_R2_raw	81.29628371492629	55.0	297.3988269130602	45.45454545454545	88314.0
16S_FCS_Hsap_S2_scWim_240d_Rep1_02-240_R1_raw	92.22484143625542	54.0	298.9112368623263	45.45454545454545	153566.0
16S_FCS_Hsap_S2_scWim_240d_Rep1_02-240_R2_raw	82.020108617793	55.0	298.8412669471107	45.45454545454545	153566.0
16S_FCS_Hsap_S2_scWim_270d_Rep1_02-270_R1_raw	91.30850690162845	54.0	297.6425502021538	45.45454545454545	133809.0
16S_FCS_Hsap_S2_scWim_270d_Rep1_02-270_R2_raw	82.11405809773632	55.0	297.6323192012495	45.45454545454545	133809.0
16S_FCS_Hsap_S2_scWim_300d_Rep2_02-300_R1_raw	90.90395689447664	54.0	296.09324717166294	45.45454545454545	108014.0
16S_FCS_Hsap_S2_scWim_300d_Rep2_02-300_R2_raw	82.11435554650323	55.0	296.24792156572295	45.45454545454545	108014.0
16S_FCS_Hsap_S2_scWim_30d_Rep2_02-30_R1_raw	89.72893441231396	54.0	299.027144285364	45.45454545454545	53013.0
16S_FCS_Hsap_S2_scWim_30d_Rep2_02-30_R2_raw	57.500990323128285	57.0	299.3156584234056	45.45454545454545	53013.0
16S_FCS_Hsap_S2_scWim_330d_Rep2_02-330_R1_raw	90.95021277862095	55.0	295.63411996944717	45.45454545454545	100809.0
16S_FCS_Hsap_S2_scWim_330d_Rep2_02-330_R2_raw	80.986816653275	56.0	295.7672727633445	45.45454545454545	100809.0
16S_FCS_Hsap_S2_scWim_360d_Rep2_02-360_R1_raw	91.28554316630624	55.0	296.7147060478652	45.45454545454545	124391.0
16S_FCS_Hsap_S2_scWim_360d_Rep2_02-360_R2_raw	81.53162206268942	55.0	296.78325602334576	45.45454545454545	124391.0
16S_FCS_Hsap_S2_scWim_390d_Rep2_02-390_R1_raw	92.45884719975416	55.0	296.5618640087669	45.45454545454545	172467.0
16S_FCS_Hsap_S2_scWim_390d_Rep2_02-390_R2_raw	82.48128627505551	56.0	296.6101283144022	45.45454545454545	172467.0
16S_FCS_Hsap_S2_scWim_420d_Rep2_02-420_R1_raw	92.65234735787136	54.0	297.6453416393185	45.45454545454545	203548.0
16S_FCS_Hsap_S2_scWim_420d_Rep2_02-420_R2_raw	81.88289740012183	56.0	297.6450124786291	45.45454545454545	203548.0
16S_FCS_Hsap_S2_scWim_450d_Rep2_02-450_R1_raw	91.60016799664007	54.0	297.8520819057303	45.45454545454545	135717.0
16S_FCS_Hsap_S2_scWim_450d_Rep2_02-450_R2_raw	81.13648253350723	55.0	297.8305591782901	45.45454545454545	135717.0
16S_FCS_Hsap_S2_scWim_45d_Rep2_02-45_R1_raw	92.3689317024152	55.0	297.3464257250771	45.45454545454545	115436.0
16S_FCS_Hsap_S2_scWim_45d_Rep2_02-45_R2_raw	82.25336983263453	56.0	297.20951869434145	45.45454545454545	115436.0
16S_FCS_Hsap_S2_scWim_490d_Rep2_02-490_R1_raw	92.0679847572762	54.0	297.00922985585686	45.45454545454545	144856.0
16S_FCS_Hsap_S2_scWim_490d_Rep2_02-490_R2_raw	81.29935936378196	55.0	297.02989175457003	45.45454545454545	144856.0
16S_FCS_Hsap_S2_scWim_504d_Rep2_02-504_R1_raw	90.72323861424678	54.0	297.59900350330867	45.45454545454545	128450.0
16S_FCS_Hsap_S2_scWim_504d_Rep2_02-504_R2_raw	80.78941222265473	55.0	297.65894900739585	45.45454545454545	128450.0
16S_FCS_Hsap_S2_scWim_520d_Rep2_02-520_R1_raw	91.78338608342388	53.0	299.6706681940573	45.45454545454545	169352.0
16S_FCS_Hsap_S2_scWim_520d_Rep2_02-520_R2_raw	81.79885681893334	54.0	299.6651176248288	45.45454545454545	169352.0
16S_FCS_Hsap_S2_scWim_60d_Rep2_02-60_R1_raw	92.30575347777616	55.0	296.64429256943436	45.45454545454545	103155.0
16S_FCS_Hsap_S2_scWim_60d_Rep2_02-60_R2_raw	82.32077940962628	56.0	296.57267219233194	45.45454545454545	103155.0
16S_FCS_Hsap_S2_scWim_7d_Rep2_02-7_R1_raw	91.81175294976748	54.0	297.7979937737807	45.45454545454545	104076.0
16S_FCS_Hsap_S2_scWim_7d_Rep2_02-7_R2_raw	82.20146815788462	56.0	297.60022483569696	45.45454545454545	104076.0
16S_FCS_Hsap_S2_scWim_90d_Rep2_02-90_R1_raw	91.51230949589683	55.0	295.1656450622453	45.45454545454545	89565.0
16S_FCS_Hsap_S2_scWim_90d_Rep2_02-90_R2_raw	80.99815776251884	56.0	295.2447496231787	45.45454545454545	89565.0
16S_FCS_Hsap_S3_scAem_plus10d_Rep3_03-plus10_R1_raw	94.03743959534526	54.0	299.6824596925949	45.45454545454545	265708.0
16S_FCS_Hsap_S3_scAem_plus10d_Rep3_03-plus10_R2_raw	83.29707799539344	55.0	299.60653800412484	45.45454545454545	265708.0
16S_FCS_Hsap_S3_scAem_plus3mon_Rep3_03-plus3m_R1_raw	93.70520058824134	52.0	300.05268805040504	45.45454545454545	291717.0
16S_FCS_Hsap_S3_scAem_plus3mon_Rep3_03-plus3m_R2_raw	83.55460943311498	54.0	299.838189066801	45.45454545454545	291717.0
16S_FCS_Hsap_S3_scAem_plus6mon_Rep3_03-plus6m_R1_raw	93.03307707869715	53.0	300.0122901072223	45.45454545454545	237264.0
16S_FCS_Hsap_S3_scAem_plus6mon_Rep3_03-plus6m_R2_raw	83.3447130622429	54.0	299.7601616764448	45.45454545454545	237264.0
16S_FCS_Hsap_S3_scBem_minus10d_Rep1_03-minus10_R1_raw	93.47132961280082	53.0	300.55073887592613	45.45454545454545	219861.0
16S_FCS_Hsap_S3_scBem_minus10d_Rep1_03-minus10_R2_raw	83.3799536980183	54.0	300.3305452081088	45.45454545454545	219861.0
16S_FCS_Hsap_S3_scWim_120d_Rep3_03-120_R1_raw	92.93078596806919	53.0	300.15951635559065	45.45454545454545	108923.0
16S_FCS_Hsap_S3_scWim_120d_Rep3_03-120_R2_raw	81.77611707352901	54.0	299.9552252508653	45.45454545454545	108923.0
16S_FCS_Hsap_S3_scWim_14d_Rep3_03-14_R1_raw	94.17575535062522	53.0	300.0492538280457	45.45454545454545	231515.0
16S_FCS_Hsap_S3_scWim_14d_Rep3_03-14_R2_raw	84.69602401572253	54.0	299.90888279377145	45.45454545454545	231515.0
16S_FCS_Hsap_S3_scWim_150d_Rep3_03-150_R1_raw	92.55394662123793	54.0	300.5209555807937	45.45454545454545	126792.0
16S_FCS_Hsap_S3_scWim_150d_Rep3_03-150_R2_raw	82.02252508044671	55.0	300.2362767367026	45.45454545454545	126792.0
16S_FCS_Hsap_S3_scWim_180d_Rep3_03-180_R1_raw	92.14471470093315	54.0	300.0367778287696	45.45454545454545	78444.0
16S_FCS_Hsap_S3_scWim_180d_Rep3_03-180_R2_raw	81.17255621844883	55.0	299.81389271327316	45.45454545454545	78444.0
16S_FCS_Hsap_S3_scWim_1d_Rep2_03-1_R1_raw	92.84573098540098	53.0	299.75890707592634	45.45454545454545	227207.0
16S_FCS_Hsap_S3_scWim_1d_Rep2_03-1_R2_raw	83.67083760623572	54.0	299.9376603713794	45.45454545454545	227207.0
16S_FCS_Hsap_S3_scWim_210d_Rep3_03-210_R1_raw	91.52693589440814	54.0	300.11990605893624	45.45454545454545	76218.0
16S_FCS_Hsap_S3_scWim_210d_Rep3_03-210_R2_raw	80.63318376236585	55.0	299.8792411241439	45.45454545454545	76218.0
16S_FCS_Hsap_S3_scWim_21d_Rep3_03-21_R1_raw	93.28731870375809	53.0	299.7631854990979	45.45454545454545	142998.0
16S_FCS_Hsap_S3_scWim_21d_Rep3_03-21_R2_raw	84.02704932936125	54.0	299.73399627966825	45.45454545454545	142998.0
16S_FCS_Hsap_S3_scWim_240d_Rep2_03-240_R1_raw	94.13175756973861	54.0	299.92058411223877	45.45454545454545	261799.0
16S_FCS_Hsap_S3_scWim_240d_Rep2_03-240_R2_raw	83.5904644402767	55.0	299.65007505758234	45.45454545454545	261799.0
16S_FCS_Hsap_S3_scWim_270d_Rep2_03-270_R1_raw	93.13105094636327	54.0	299.5299586972585	45.45454545454545	211124.0
16S_FCS_Hsap_S3_scWim_270d_Rep2_03-270_R2_raw	82.95077774199049	55.0	299.443232413179	45.45454545454545	211124.0
16S_FCS_Hsap_S3_scWim_300d_Rep3_03-300_R1_raw	93.9468525270819	55.0	299.7897943750572	45.45454545454545	207611.0
16S_FCS_Hsap_S3_scWim_300d_Rep3_03-300_R2_raw	82.63531315778066	55.0	299.5385311953606	45.45454545454545	207611.0
16S_FCS_Hsap_S3_scWim_30d_Rep3_03-30_R1_raw	93.32739999518918	54.0	300.0706227599644	45.45454545454545	166292.0
16S_FCS_Hsap_S3_scWim_30d_Rep3_03-30_R2_raw	83.45139874437736	55.0	299.81082072498975	45.45454545454545	166292.0
16S_FCS_Hsap_S3_scWim_330d_Rep3_03-330_R1_raw	93.41333655764464	54.0	300.16480865727584	45.45454545454545	165410.0
16S_FCS_Hsap_S3_scWim_330d_Rep3_03-330_R2_raw	82.63285170183181	55.0	299.851314914455	45.45454545454545	165410.0
16S_FCS_Hsap_S3_scWim_360d_Rep3_03-360_R1_raw	92.58052811268163	54.0	299.8876729725718	45.45454545454545	121262.0
16S_FCS_Hsap_S3_scWim_360d_Rep3_03-360_R2_raw	82.12960366809058	55.0	299.6750589632366	45.45454545454545	121262.0
16S_FCS_Hsap_S3_scWim_390d_Rep3_03-390_R1_raw	92.31009924427424	54.0	300.07007638884164	45.45454545454545	147011.0
16S_FCS_Hsap_S3_scWim_390d_Rep3_03-390_R2_raw	82.39315425376333	55.0	299.8579289985103	45.45454545454545	147011.0
16S_FCS_Hsap_S3_scWim_420d_Rep3_03-420_R1_raw	92.21213346186137	54.0	300.0803274355546	45.45454545454545	128636.0
16S_FCS_Hsap_S3_scWim_420d_Rep3_03-420_R2_raw	82.68913834385398	55.0	299.75778942131285	45.45454545454545	128636.0
16S_FCS_Hsap_S3_scWim_450d_Rep3_03-450_R1_raw	92.0093040532772	54.0	299.863481590887	45.45454545454545	113069.0
16S_FCS_Hsap_S3_scWim_450d_Rep3_03-450_R2_raw	81.9782610618295	55.0	299.6746588366396	45.45454545454545	113069.0
16S_FCS_Hsap_S3_scWim_45d_Rep3_03-45_R1_raw	93.50996133372635	54.0	300.27080262861307	45.45454545454545	115346.0
16S_FCS_Hsap_S3_scWim_45d_Rep3_03-45_R2_raw	82.76749952317375	55.0	299.97694761846964	45.45454545454545	115346.0
16S_FCS_Hsap_S3_scWim_490d_Rep3_03-490_R1_raw	93.74815320395703	53.0	299.9719287001469	45.45454545454545	240281.0
16S_FCS_Hsap_S3_scWim_490d_Rep3_03-490_R2_raw	83.51887997802572	54.0	299.8472080605624	45.45454545454545	240281.0
16S_FCS_Hsap_S3_scWim_504d_Rep3_03-504_R1_raw	93.37460256286732	54.0	300.20420079005686	45.45454545454545	207580.0
16S_FCS_Hsap_S3_scWim_504d_Rep3_03-504_R2_raw	82.55515945659505	55.0	299.9476009249446	45.45454545454545	207580.0
16S_FCS_Hsap_S3_scWim_520d_Rep3_03-520_R1_raw	94.73323882557365	54.0	300.20325121576417	45.45454545454545	268761.0
16S_FCS_Hsap_S3_scWim_520d_Rep3_03-520_R2_raw	83.46821153366746	55.0	299.99716476720954	45.45454545454545	268761.0
16S_FCS_Hsap_S3_scWim_60d_Rep3_03-60_R1_raw	93.7924589872141	54.0	300.45461152807854	45.45454545454545	134836.0
16S_FCS_Hsap_S3_scWim_60d_Rep3_03-60_R2_raw	83.13358450265508	55.0	300.1092957370435	45.45454545454545	134836.0
16S_FCS_Hsap_S3_scWim_75d_Rep3_03-75_R1_raw	94.1220722868907	54.0	300.32650676052367	45.45454545454545	148879.0
16S_FCS_Hsap_S3_scWim_75d_Rep3_03-75_R2_raw	82.51533124214967	55.0	300.0283653168009	45.45454545454545	148879.0
16S_FCS_Hsap_S3_scWim_7d_Rep3_03-7_R1_raw	93.10179828884033	53.0	299.9828955449858	45.45454545454545	140022.0
16S_FCS_Hsap_S3_scWim_7d_Rep3_03-7_R2_raw	84.03179500364229	54.0	299.8568796332005	45.45454545454545	140022.0
16S_FCS_Hsap_S3_scWim_90d_Rep3_03-90_R1_raw	93.19894724249312	54.0	300.3809666228018	45.45454545454545	100308.0
16S_FCS_Hsap_S3_scWim_90d_Rep3_03-90_R2_raw	82.01140487299119	55.0	300.0656577740559	45.45454545454545	100308.0
16S_FCS_Hsap_S4_scAem_plus10d_Rep4_04-plus10_R1_raw	91.59239700811274	54.0	299.06147028936016	45.45454545454545	60029.0
16S_FCS_Hsap_S4_scAem_plus10d_Rep4_04-plus10_R2_raw	81.4006563494311	55.0	298.8458744939946	45.45454545454545	60029.0
16S_FCS_Hsap_S4_scAem_plus3mon_Rep4_04-plus3m_R1_raw	91.53740334898724	54.0	297.3425359328305	45.45454545454545	63243.0
16S_FCS_Hsap_S4_scAem_plus3mon_Rep4_04-plus3m_R2_raw	81.7276220293155	55.0	297.025805227456	45.45454545454545	63243.0
16S_FCS_Hsap_S4_scBem_minus10d_Rep2_04-minus10_R1_raw	92.9274719179032	53.0	299.450723431794	45.45454545454545	129798.0
16S_FCS_Hsap_S4_scBem_minus10d_Rep2_04-minus10_R2_raw	82.23624400992311	55.0	299.1355182668454	45.45454545454545	129798.0
16S_FCS_Hsap_S4_scWim_120d_Rep4_04-120_R1_raw	91.79015419888931	54.0	299.7388015523252	45.45454545454545	106421.0
16S_FCS_Hsap_S4_scWim_120d_Rep4_04-120_R2_raw	82.1990020766578	54.0	299.4597306922506	45.45454545454545	106421.0
16S_FCS_Hsap_S4_scWim_14d_Rep4_04-14_R1_raw	93.14404175767223	54.0	300.11891311590716	45.45454545454545	135065.0
16S_FCS_Hsap_S4_scWim_14d_Rep4_04-14_R2_raw	83.17180616740089	55.0	299.8037463443527	45.45454545454545	135065.0
16S_FCS_Hsap_S4_scWim_150d_Rep4_04-150_R1_raw	92.63636835201969	54.0	299.9080750220457	45.45454545454545	134947.0
16S_FCS_Hsap_S4_scWim_150d_Rep4_04-150_R2_raw	82.66356421409887	55.0	299.6712857640407	45.45454545454545	134947.0
16S_FCS_Hsap_S4_scWim_180d_Rep4_04-180_R1_raw	92.61966429247397	54.0	299.3377870199731	45.45454545454545	80308.0
16S_FCS_Hsap_S4_scWim_180d_Rep4_04-180_R2_raw	81.65687104647108	55.0	298.9985306569707	45.45454545454545	80308.0
16S_FCS_Hsap_S4_scWim_1d_Rep3_04-1_R1_raw	91.77209258738637	54.0	299.78118264455065	45.45454545454545	85368.0
16S_FCS_Hsap_S4_scWim_1d_Rep3_04-1_R2_raw	80.44934870208978	55.0	299.4997657201762	45.45454545454545	85368.0
16S_FCS_Hsap_S4_scWim_210d_Rep4_04-210_R1_raw	90.02649649201373	54.0	296.2002910882221	45.45454545454545	53592.0
16S_FCS_Hsap_S4_scWim_210d_Rep4_04-210_R2_raw	79.93357217495148	55.0	295.85837438423647	45.45454545454545	53592.0
16S_FCS_Hsap_S4_scWim_21d_Rep4_04-21_R1_raw	94.39909221053438	54.0	300.10519058312065	45.45454545454545	208859.0
16S_FCS_Hsap_S4_scWim_21d_Rep4_04-21_R2_raw	83.44624842597159	55.0	299.79956334177604	45.45454545454545	208859.0
16S_FCS_Hsap_S4_scWim_240d_Rep3_04-240_R1_raw	91.12953002380742	54.0	298.70754657563583	45.45454545454545	79387.0
16S_FCS_Hsap_S4_scWim_240d_Rep3_04-240_R2_raw	81.6430901784927	55.0	298.46746948492824	45.45454545454545	79387.0
16S_FCS_Hsap_S4_scWim_270d_Rep3_04-270_R1_raw	91.53740622180474	53.0	297.87830772843563	45.45454545454545	80909.0
16S_FCS_Hsap_S4_scWim_270d_Rep3_04-270_R2_raw	80.8760459281415	54.0	297.60780630090596	45.45454545454545	80909.0
16S_FCS_Hsap_S4_scWim_300d_Rep4_04-300_R1_raw	90.6423133288058	54.0	295.9994281016549	45.45454545454545	55954.0
16S_FCS_Hsap_S4_scWim_300d_Rep4_04-300_R2_raw	80.55545626764842	55.0	295.60110090431425	45.45454545454545	55954.0
16S_FCS_Hsap_S4_scWim_30d_Rep4_04-30_R1_raw	94.4354228036925	54.0	300.0844775740492	45.45454545454545	228463.0
16S_FCS_Hsap_S4_scWim_30d_Rep4_04-30_R2_raw	84.16592621124646	55.0	299.793804686098	45.45454545454545	228463.0
16S_FCS_Hsap_S4_scWim_330d_Rep4_04-330_R1_raw	91.28434569399155	54.0	298.3996865599959	45.45454545454545	79122.0
16S_FCS_Hsap_S4_scWim_330d_Rep4_04-330_R2_raw	81.84575718510655	55.0	298.17140618285686	45.45454545454545	79122.0
16S_FCS_Hsap_S4_scWim_360d_Rep4_04-360_R1_raw	91.97018681021166	54.0	299.9083228488159	45.45454545454545	125582.0
16S_FCS_Hsap_S4_scWim_360d_Rep4_04-360_R2_raw	82.23073370387476	55.0	299.6536446305999	45.45454545454545	125582.0
16S_FCS_Hsap_S4_scWim_390d_Rep4_04-390_R1_raw	91.74765204231517	54.0	297.10739031736375	45.45454545454545	67399.0
16S_FCS_Hsap_S4_scWim_390d_Rep4_04-390_R2_raw	82.40775085683764	55.0	296.76875027819403	45.45454545454545	67399.0
16S_FCS_Hsap_S4_scWim_420d_Rep4_04-420_R1_raw	90.62063363119415	54.0	298.19093419983756	45.45454545454545	61550.0
16S_FCS_Hsap_S4_scWim_420d_Rep4_04-420_R2_raw	81.09504467912267	55.0	297.9175304630382	45.45454545454545	61550.0
16S_FCS_Hsap_S4_scWim_450d_Rep4_04-450_R1_raw	89.21769809554668	53.0	296.54545127263566	45.45454545454545	27777.0
16S_FCS_Hsap_S4_scWim_450d_Rep4_04-450_R2_raw	79.5658278431796	54.0	296.2322425027901	45.45454545454545	27777.0
